"iso3c","year","genus_cat","common_name","scientific_name","production_sector","pred_consumption"
"CRI",2019,"Marine fish; Other","Marine fishes nei","Marine fishes not identified","Artisanal",1824.182103
"CRI",2019,"Marine fish; Other","Marine fishes nei","Marine fishes not identified","Industrial",240
"CRI",2019,"Pelagic Fish","Wahoo","Acanthocybium solandri","Industrial",4.51430120662759
"CRI",2019,"Pelagic Fish","Pacific bearded brotula","Brotula clarkae","Industrial",492.360978667898
"CRI",2019,"Pelagic Fish","Jacks, pompanos","Carangidae","Industrial",0.00111659705483523
"CRI",2019,"Pelagic Fish","Silky shark","Carcharhinus falciformis","Artisanal",54.1716144795311
"CRI",2019,"Pelagic Fish","Silky shark","Carcharhinus falciformis","Industrial",977.482352262144
"CRI",2019,"Pelagic Fish","Sharks, rays, chimaeras","Chondrichthyes","Industrial",1954.69242246975
"CRI",2019,"Pelagic Fish","Herrings, shads, anchovies","Clupeiformes","Artisanal",2.25715060331379
"CRI",2019,"Pelagic Fish","Dolphinfishes","Coryphaena","Industrial",71.9564055819736
"CRI",2019,"Pelagic Fish","Common dolphinfish","Coryphaena hippurus","Artisanal",171.543445851848
"CRI",2019,"Pelagic Fish","Sharks, rays, skates","Elasmobranchii","Artisanal",38.3715602563345
"CRI",2019,"Pelagic Fish","Sharks, rays, skates","Elasmobranchii","Industrial",17.2869248463271
"CRI",2019,"Pelagic Fish","Silver weakfish","Isopisthus remifer","Industrial",74.6295184128473
"CRI",2019,"Pelagic Fish","Black marlin","Istiompax indica","Industrial",0.0517867804780288
"CRI",2019,"Pelagic Fish","Billfishes","Istiophoridae","Industrial",0.267720952671575
"CRI",2019,"Pelagic Fish","Indo-Pacific sailfish","Istiophorus platypterus","Industrial",14.2552724847302
"CRI",2019,"Pelagic Fish","Shortfin mako","Isurus oxyrinchus","Industrial",0.221449630293123
"CRI",2019,"Pelagic Fish","Striped marlin","Kajikia audax","Industrial",20.6092215085562
"CRI",2019,"Pelagic Fish","Skipjack tuna","Katsuwonus pelamis","Industrial",9.10237691078573
"CRI",2019,"Pelagic Fish","Steeplined drum","Larimus acclivis","Industrial",18.4150759734083
"CRI",2019,"Pelagic Fish","Pelagic fishes","Marine pelagic fishes not identified","Industrial",2.49893733253765
"CRI",2019,"Pelagic Fish","Tallfin croaker","Micropogonias altipinnis","Industrial",47.4915117213704
"CRI",2019,"Pelagic Fish","Mackerels, tunas, bonitos","Scombridae","Artisanal",72.2288193060414
"CRI",2019,"Pelagic Fish","Tunas, bonitos, billfishes","Scombroidei","Artisanal",541.716144795311
"CRI",2019,"Pelagic Fish","Shortbill spearfish","Tetrapturus angustirostris","Industrial",20.2965239129722
"CRI",2019,"Pelagic Fish","Yellowfin tuna","Thunnus albacares","Industrial",81.0055044029462
"CRI",2019,"Pelagic Fish","Bigeye tuna","Thunnus obesus","Industrial",5.5098958412652
"CRI",2019,"Pelagic Fish","Swordfish","Xiphias gladius","Artisanal",12.8862779918798
"CRI",2019,"Pelagic Fish","Swordfish","Xiphias gladius","Industrial",54.7783879841069
"CRI",2019,"Moluscs; Other","Pacific cupped oyster","Crassostrea gigas","aquaculture",0
"HRV",2019,"Cephalopods","Squids, cuttlefishes, octopuses","Cephalopoda","Artisanal",94.0361567096605
"HRV",2019,"Cephalopods","Squids, cuttlefishes, octopuses","Cephalopoda","Industrial",60.1666532903395
"HRV",2019,"Crustaceans","Norway lobster","Nephrops norvegicus","Artisanal",0
"HRV",2019,"Crustaceans","Norway lobster","Nephrops norvegicus","Industrial",0
"HRV",2019,"Crustaceans","Common spiny lobster","Palinurus elephas","Artisanal",0
"HRV",2019,"Crustaceans","Common spiny lobster","Palinurus elephas","Industrial",0
"HRV",2019,"Demersal Fish","Bogue","Boops boops","Artisanal",16.2317202252941
"HRV",2019,"Demersal Fish","Bogue","Boops boops","Industrial",16.2933497092107
"HRV",2019,"Demersal Fish","European hake","Merluccius merluccius","Artisanal",87.9723553436135
"HRV",2019,"Demersal Fish","European hake","Merluccius merluccius","Industrial",378.296651934705
"HRV",2019,"Demersal Fish","Mullets, grey mullets","Mugilidae","Artisanal",5.24796527828126
"HRV",2019,"Demersal Fish","Mullets, grey mullets","Mugilidae","Industrial",45.2141477669007
"HRV",2019,"Demersal Fish","Red mullet","Mullus barbatus barbatus","Artisanal",10.3362427877616
"HRV",2019,"Demersal Fish","Red mullet","Mullus barbatus barbatus","Industrial",298.582163606286
"HRV",2019,"Demersal Fish","Surmullet","Mullus surmuletus","Artisanal",8.38672505444789
"HRV",2019,"Demersal Fish","Surmullet","Mullus surmuletus","Industrial",3.83353387460152
"HRV",2019,"Demersal Fish","Red scorpionfish","Scorpaena scrofa","Artisanal",21.4066943703162
"HRV",2019,"Demersal Fish","Soles","Soleidae","Artisanal",180.42988771195
"HRV",2019,"Demersal Fish","Picarels","Spicara","Artisanal",113.776116799673
"HRV",2019,"Demersal Fish","Picarels","Spicara","Industrial",6.93938365295604
"HRV",2019,"Demersal Fish","Meagre","Argyrosomus regius","aquaculture",266.074371568399
"HRV",2019,"Demersal Fish","European seabass","Dicentrarchus labrax","aquaculture",2318.64809509605
"HRV",2019,"Demersal Fish","Gilthead seabream","Sparus aurata","aquaculture",2565.71715440956
"HRV",2019,"Marine fish; Other","Marine fishes nei","Marine fishes not identified","Artisanal",225.6165995
"HRV",2019,"Marine fish; Other","Marine fishes nei","Marine fishes not identified","Industrial",6041.2150159
"HRV",2019,"Pelagic Fish","Bullet tuna","Auxis rochei","Artisanal",0
"HRV",2019,"Pelagic Fish","Bullet tuna","Auxis rochei","Industrial",0
"HRV",2019,"Pelagic Fish","Garfish","Belone belone","Artisanal",0
"HRV",2019,"Pelagic Fish","European anchovy","Engraulis encrasicolus","Artisanal",0
"HRV",2019,"Pelagic Fish","European anchovy","Engraulis encrasicolus","Industrial",0
"HRV",2019,"Pelagic Fish","Little tunny","Euthynnus alletteratus","Industrial",0
"HRV",2019,"Pelagic Fish","Pelagic fishes","Marine pelagic fishes not identified","Industrial",0
"HRV",2019,"Pelagic Fish","Atlantic bonito","Sarda sarda","Artisanal",0
"HRV",2019,"Pelagic Fish","Atlantic bonito","Sarda sarda","Industrial",0
"HRV",2019,"Pelagic Fish","European pilchard","Sardina pilchardus","Artisanal",0
"HRV",2019,"Pelagic Fish","European pilchard","Sardina pilchardus","Industrial",0
"HRV",2019,"Pelagic Fish","Atlantic mackerel","Scomber scombrus","Artisanal",0
"HRV",2019,"Pelagic Fish","Atlantic mackerel","Scomber scombrus","Industrial",0
"HRV",2019,"Pelagic Fish","European sprat","Sprattus sprattus","Artisanal",0
"HRV",2019,"Pelagic Fish","European sprat","Sprattus sprattus","Industrial",0
"HRV",2019,"Pelagic Fish","Atlantic bluefin tuna","Thunnus thynnus","Artisanal",0
"HRV",2019,"Pelagic Fish","Atlantic bluefin tuna","Thunnus thynnus","Industrial",0
"HRV",2019,"Pelagic Fish","Jacks, horse mackerels","Trachurus","Artisanal",0
"HRV",2019,"Pelagic Fish","Jacks, horse mackerels","Trachurus","Industrial",0
"HRV",2019,"Pelagic Fish","Swordfish","Xiphias gladius","Industrial",0
"HRV",2019,"Pelagic Fish","Atlantic bluefin tuna","Thunnus thynnus","aquaculture",0
"HRV",2019,"Moluscs; Other","Aquatic invertebrates","Miscellaneous aquatic invertebrates","Industrial",0
"HRV",2019,"Moluscs; Other","Mediterranean mussel","Mytilus galloprovincialis","aquaculture",0
"HRV",2019,"Moluscs; Other","European flat oyster","Ostrea edulis","aquaculture",0
"CUB",2019,"Crustaceans","Blue crab","Callinectes sapidus","Artisanal",0
"CUB",2019,"Crustaceans","Blue land crab","Cardisoma guanhumi","Artisanal",0
"CUB",2019,"Crustaceans","Northern pink shrimp","Farfantepenaeus duorarum","Industrial",0
"CUB",2019,"Crustaceans","Black stone crab","Menippe mercenaria","Artisanal",0
"CUB",2019,"Crustaceans","Black stone crab","Menippe mercenaria","Industrial",0
"CUB",2019,"Crustaceans","Caribbean spiny lobster","Panulirus argus","Artisanal",0
"CUB",2019,"Demersal Fish","Porgies","Calamus","Artisanal",151.339852952089
"CUB",2019,"Demersal Fish","Jacks","Caranx","Artisanal",15.1696946767922
"CUB",2019,"Demersal Fish","Seabasses, hinds","Epinephelus","Artisanal",7.45953908633836
"CUB",2019,"Demersal Fish","Seabasses, hinds","Epinephelus","Industrial",1.67113050953056
"CUB",2019,"Demersal Fish","Nassau grouper","Epinephelus striatus","Artisanal",13.6960043938034
"CUB",2019,"Demersal Fish","Grunts, sweetlips, bonnetmouths","Haemulidae","Artisanal",677.946876005854
"CUB",2019,"Demersal Fish","Snappers","Lutjanidae","Artisanal",28.3015686652277
"CUB",2019,"Demersal Fish","Snappers","Lutjanidae","Industrial",58.4043646548046
"CUB",2019,"Demersal Fish","Southern red snapper","Lutjanus purpureus","Artisanal",101.367821367131
"CUB",2019,"Demersal Fish","Southern red snapper","Lutjanus purpureus","Industrial",232.309046642832
"CUB",2019,"Demersal Fish","Lane snapper","Lutjanus synagris","Artisanal",978.127041274776
"CUB",2019,"Demersal Fish","Mullets, grey mullets","Mugilidae","Artisanal",137.505824823329
"CUB",2019,"Demersal Fish","Yellowtail snapper","Ocyurus chrysurus","Artisanal",175.254896999509
"CUB",2019,"Demersal Fish","Skates and rays","Rajiformes","Artisanal",342.861333052482
"CUB",2019,"Demersal Fish","Skates and rays","Rajiformes","Industrial",762.918373233503
"CUB",2019,"Marine fish; Other","Marine fishes nei","Marine fishes not identified","Artisanal",916.696957
"CUB",2019,"Pelagic Fish","Common dolphinfish","Coryphaena hippurus","Industrial",0
"CUB",2019,"Pelagic Fish","Sharks, rays, skates","Elasmobranchii","Artisanal",0
"CUB",2019,"Pelagic Fish","Sharks, rays, skates","Elasmobranchii","Industrial",0
"CUB",2019,"Pelagic Fish","Mojarras, silverbellies","Gerreidae","Artisanal",0
"CUB",2019,"Pelagic Fish","False herrings","Harengula","Artisanal",0
"CUB",2019,"Pelagic Fish","Atlantic thread herring","Opisthonema oglinum","Artisanal",0
"CUB",2019,"Pelagic Fish","Spanish mackerels","Scomberomorus","Artisanal",0
"CUB",2019,"Pelagic Fish","Porgies, seabreams","Sparidae","Artisanal",0
"CUB",2019,"Moluscs; Other","Ark clams","Arcidae","Artisanal",4165.70385345461
"CUB",2019,"Moluscs; Other","Sheepswool sponge","Hippospongia lachne","Artisanal",176.288387042241
"CUB",2019,"Moluscs; Other","Pink conch","Lobatus gigas","Artisanal",563.978906610333
"CUB",2019,"Moluscs; Other","Aquatic invertebrates","Miscellaneous aquatic invertebrates","Artisanal",186.165349814043
"CUB",2019,"Moluscs; Other","Mangrove cupped oyster","Crassostrea rhizophorae","aquaculture",1201.46358347878
"CUW",2019,"Crustaceans","Caribbean spiny lobster","Panulirus argus","Artisanal",0
"CUW",2019,"Demersal Fish","Coney","Cephalopholis fulva","Artisanal",0
"CUW",2019,"Demersal Fish","Snappers","Lutjanidae","Artisanal",0
"CUW",2019,"Demersal Fish","Basses, groupers, hinds","Serranidae","Artisanal",0
"CUW",2019,"Marine fish; Other","Marine fishes nei","Marine fishes not identified","Artisanal",81.59627897
"CUW",2019,"Marine fish; Other","Marine fishes nei","Marine fishes not identified","Industrial",10620.04
"CUW",2019,"Pelagic Fish","Wahoo","Acanthocybium solandri","Artisanal",0
"CUW",2019,"Pelagic Fish","Frigate tuna","Auxis thazard","Industrial",0
"CUW",2019,"Pelagic Fish","Requiem sharks","Carcharhinidae","Artisanal",0
"CUW",2019,"Pelagic Fish","Dolphinfishes","Coryphaena","Artisanal",0
"CUW",2019,"Pelagic Fish","Round scad","Decapterus punctatus","Artisanal",0
"CUW",2019,"Pelagic Fish","Rainbow runner","Elagatis bipinnulata","Artisanal",0
"CUW",2019,"Pelagic Fish","Billfishes","Istiophoridae","Artisanal",0
"CUW",2019,"Pelagic Fish","Skipjack tuna","Katsuwonus pelamis","Artisanal",0
"CUW",2019,"Pelagic Fish","Skipjack tuna","Katsuwonus pelamis","Industrial",0
"CUW",2019,"Pelagic Fish","Pelagic fishes","Marine pelagic fishes not identified","Industrial",0
"CUW",2019,"Pelagic Fish","Mackerels, tunas, bonitos","Scombridae","Artisanal",0
"CUW",2019,"Pelagic Fish","Great barracuda","Sphyraena barracuda","Artisanal",0
"CUW",2019,"Pelagic Fish","Yellowfin tuna","Thunnus albacares","Artisanal",0
"CUW",2019,"Pelagic Fish","Yellowfin tuna","Thunnus albacares","Industrial",0
"CUW",2019,"Pelagic Fish","Blackfin tuna","Thunnus atlanticus","Artisanal",0
"CUW",2019,"Pelagic Fish","Bigeye tuna","Thunnus obesus","Artisanal",0
"CUW",2019,"Pelagic Fish","Bigeye tuna","Thunnus obesus","Industrial",0
"DNK",2019,"Cephalopods","Squids, cuttlefishes, octopuses","Cephalopoda","Artisanal",0
"DNK",2019,"Cephalopods","Squids, cuttlefishes, octopuses","Cephalopoda","Industrial",0
"DNK",2019,"Crustaceans","Marine crabs","Brachyura","Artisanal",0
"DNK",2019,"Crustaceans","Marine crabs","Brachyura","Industrial",0
"DNK",2019,"Crustaceans","Edible crab","Cancer pagurus","Artisanal",0
"DNK",2019,"Crustaceans","Edible crab","Cancer pagurus","Industrial",0
"DNK",2019,"Crustaceans","Common shrimp","Crangon crangon","Industrial",0
"DNK",2019,"Crustaceans","Crabs, lobsters, shrimps","Decapoda","Artisanal",0
"DNK",2019,"Crustaceans","European lobster","Homarus gammarus","Artisanal",0
"DNK",2019,"Crustaceans","European lobster","Homarus gammarus","Industrial",0
"DNK",2019,"Crustaceans","Norway lobster","Nephrops norvegicus","Artisanal",0
"DNK",2019,"Crustaceans","Norway lobster","Nephrops norvegicus","Industrial",0
"DNK",2019,"Crustaceans","Common prawn","Palaemon serratus","Artisanal",0
"DNK",2019,"Crustaceans","Common prawn","Palaemon serratus","Industrial",0
"DNK",2019,"Crustaceans","Northern prawn","Pandalus borealis","Industrial",0
"DNK",2019,"Demersal Fish","Starry ray","Amblyraja radiata","Artisanal",0
"DNK",2019,"Demersal Fish","Starry ray","Amblyraja radiata","Industrial",0
"DNK",2019,"Demersal Fish","Wolffishes","Anarhichas","Artisanal",0
"DNK",2019,"Demersal Fish","Wolffishes","Anarhichas","Industrial",0
"DNK",2019,"Demersal Fish","European eel","Anguilla anguilla","Artisanal",0
"DNK",2019,"Demersal Fish","European eel","Anguilla anguilla","Industrial",0
"DNK",2019,"Demersal Fish","Argentines","Argentina","Industrial",0
"DNK",2019,"Demersal Fish","Greater argentine","Argentina silus","Artisanal",0
"DNK",2019,"Demersal Fish","Greater argentine","Argentina silus","Industrial",0
"DNK",2019,"Demersal Fish","Tusk","Brosme brosme","Artisanal",0
"DNK",2019,"Demersal Fish","Tusk","Brosme brosme","Industrial",0
"DNK",2019,"Demersal Fish","Tub gurnard","Chelidonichthys lucerna","Artisanal",0
"DNK",2019,"Demersal Fish","Tub gurnard","Chelidonichthys lucerna","Industrial",0
"DNK",2019,"Demersal Fish","Rabbit fish","Chimaera monstrosa","Artisanal",0
"DNK",2019,"Demersal Fish","European conger","Conger conger","Industrial",0
"DNK",2019,"Demersal Fish","Blue skate","Dipturus batis","Artisanal",0
"DNK",2019,"Demersal Fish","Blue skate","Dipturus batis","Industrial",0
"DNK",2019,"Demersal Fish","Northern pike","Esox lucius","Artisanal",0
"DNK",2019,"Demersal Fish","Northern pike","Esox lucius","Industrial",0
"DNK",2019,"Demersal Fish","Grey gurnard","Eutrigla gurnardus","Artisanal",0
"DNK",2019,"Demersal Fish","Grey gurnard","Eutrigla gurnardus","Industrial",0
"DNK",2019,"Demersal Fish","Witch flounder","Glyptocephalus cynoglossus","Artisanal",0
"DNK",2019,"Demersal Fish","Witch flounder","Glyptocephalus cynoglossus","Industrial",0
"DNK",2019,"Demersal Fish","Gobies","Gobiidae","Artisanal",0
"DNK",2019,"Demersal Fish","Gobies","Gobiidae","Industrial",0
"DNK",2019,"Demersal Fish","American plaice","Hippoglossoides platessoides","Artisanal",0
"DNK",2019,"Demersal Fish","American plaice","Hippoglossoides platessoides","Industrial",0
"DNK",2019,"Demersal Fish","Atlantic halibut","Hippoglossus hippoglossus","Artisanal",0
"DNK",2019,"Demersal Fish","Atlantic halibut","Hippoglossus hippoglossus","Industrial",0
"DNK",2019,"Demersal Fish","Megrim","Lepidorhombus whiffiagonis","Artisanal",0
"DNK",2019,"Demersal Fish","Megrim","Lepidorhombus whiffiagonis","Industrial",0
"DNK",2019,"Demersal Fish","Cuckoo ray","Leucoraja naevus","Artisanal",0
"DNK",2019,"Demersal Fish","Cuckoo ray","Leucoraja naevus","Industrial",0
"DNK",2019,"Demersal Fish","Common dab","Limanda limanda","Artisanal",0
"DNK",2019,"Demersal Fish","Common dab","Limanda limanda","Industrial",0
"DNK",2019,"Demersal Fish","Angler","Lophius piscatorius","Artisanal",0
"DNK",2019,"Demersal Fish","Angler","Lophius piscatorius","Industrial",0
"DNK",2019,"Demersal Fish","Haddock","Melanogrammus aeglefinus","Artisanal",0
"DNK",2019,"Demersal Fish","Haddock","Melanogrammus aeglefinus","Industrial",0
"DNK",2019,"Demersal Fish","European hake","Merluccius merluccius","Artisanal",0
"DNK",2019,"Demersal Fish","European hake","Merluccius merluccius","Industrial",0
"DNK",2019,"Demersal Fish","Lemon sole","Microstomus kitt","Artisanal",0
"DNK",2019,"Demersal Fish","Lemon sole","Microstomus kitt","Industrial",0
"DNK",2019,"Demersal Fish","Blue ling","Molva dypterygia","Artisanal",0
"DNK",2019,"Demersal Fish","Blue ling","Molva dypterygia","Industrial",0
"DNK",2019,"Demersal Fish","Ling","Molva molva","Artisanal",0
"DNK",2019,"Demersal Fish","Ling","Molva molva","Industrial",0
"DNK",2019,"Demersal Fish","Mullets, grey mullets","Mugilidae","Artisanal",0
"DNK",2019,"Demersal Fish","Mullets, grey mullets","Mugilidae","Industrial",0
"DNK",2019,"Demersal Fish","Hagfish","Myxine glutinosa","Industrial",0
"DNK",2019,"Demersal Fish","Bony fishes","Osteichthyes","Artisanal",0
"DNK",2019,"Demersal Fish","Bony fishes","Osteichthyes","Industrial",0
"DNK",2019,"Demersal Fish","European perch","Perca fluviatilis","Artisanal",0
"DNK",2019,"Demersal Fish","European perch","Perca fluviatilis","Industrial",0
"DNK",2019,"Demersal Fish","European flounder","Platichthys flesus","Artisanal",0
"DNK",2019,"Demersal Fish","European flounder","Platichthys flesus","Industrial",0
"DNK",2019,"Demersal Fish","European plaice","Pleuronectes platessa","Artisanal",0
"DNK",2019,"Demersal Fish","European plaice","Pleuronectes platessa","Industrial",0
"DNK",2019,"Demersal Fish","Saithe","Pollachius virens","Artisanal",0
"DNK",2019,"Demersal Fish","Saithe","Pollachius virens","Industrial",0
"DNK",2019,"Demersal Fish","Stingrays, skates","Raja","Artisanal",0
"DNK",2019,"Demersal Fish","Stingrays, skates","Raja","Industrial",0
"DNK",2019,"Demersal Fish","Sailray","Rajella lintea","Artisanal",0
"DNK",2019,"Demersal Fish","Sailray","Rajella lintea","Industrial",0
"DNK",2019,"Demersal Fish","Turbot","Scophthalmus maximus","Artisanal",0
"DNK",2019,"Demersal Fish","Turbot","Scophthalmus maximus","Industrial",0
"DNK",2019,"Demersal Fish","Brill","Scophthalmus rhombus","Artisanal",0
"DNK",2019,"Demersal Fish","Brill","Scophthalmus rhombus","Industrial",0
"DNK",2019,"Demersal Fish","Redfishes","Sebastes","Industrial",0
"DNK",2019,"Demersal Fish","Common sole","Solea solea","Artisanal",0
"DNK",2019,"Demersal Fish","Common sole","Solea solea","Industrial",0
"DNK",2019,"Demersal Fish","Weevers","Trachinus","Artisanal",0
